w,freq,cat,lang,tr,alt
विकल्पको,1558,NE,ne,wikalpako,
विङ्गर,1558,NE,ne,winger,
वृद्धिदर,1558,NE,ne,vriddhidar,
वेदव्यास,1558,NE,ne,vedavyas,
वेश्यावृत्ति,1558,NE,ne,veshyavritti,
संक्षेपमा,1558,NE,ne,sankshepma,
सङ्ग्रहहरू,1558,NE,ne,sangrahaharu,
सबैजसो,1558,NE,ne,sabaijaso,
समस्याका,1558,NE,ne,samasyaka,
सरीसृप,1558,NE,ne,sarisrip,
साँझको,1558,NE,ne,sanjhako,saanjhako
साबित्रा,1558,NE,ne,sabitra,
सिकाउने,1558,NE,ne,sikaune,
सिरिजमा,1558,NE,ne,sirijma,
सूर्यग्रहण,1558,NE,ne,suryagrahan,
सेक्रेटरी,1558,NE,ne,secretory,
सैनिकहरूले,1558,NE,ne,sainikharule,
स्थानहरूको,1558,NE,ne,sthanharuko,
स्लोभाक,1558,NE,ne,slobhak,
हरूसँग,1558,NE,ne,harusanga,
अभिनयका,1552,NE,ne,abhinayaka,
अर्बपति,1552,NE,ne,arbapati,
अशोककुमार,1552,NE,ne,ashokkumar,
अष्ट्रेलियाको,1552,NE,ne,australiako,
आजभन्दा,1552,NE,ne,ajabhanda,ajbhanda
इकान्तिपुर,1552,NE,ne,ikantipur,
इन्द्रायणी,1552,NE,ne,indrayani,
उत्तराधिकारीको,1552,NE,ne,uttaradhikariko,
एकभन्दा,1552,NE,ne,ekbhanda,
एचलाई,1552,NE,ne,echlai,
एन्जलसका,1552,NE,ne,angelaska,
एरिजोना,1552,NE,ne,arizona,
काव्यमा,1552,NE,ne,kawyama,
किसानहरूको,1552,NE,ne,kisanharuko,
केसीले,1552,NE,ne,kesile,
खाँदै,1552,NE,ne,khandai,khaandai
खानाका,1552,NE,ne,khanaka,
खुवाउन,1552,NE,ne,khuwauna,
खोलाहरू,1552,NE,ne,kholaharu,
गणेशप्रसाद,1552,NE,ne,ganeshprasad,
गतिले,1552,NE,ne,gatile,
गर्नलाई,1552,NE,ne,garnalai,
गुलाफ,1552,NE,ne,gulaf,
चाउ,1552,NE,ne,chau,
चिकित्साशास्त्र,1552,NE,ne,chikitsashastra,
चुनौतीहरू,1552,NE,ne,chunautiharu,
छुवाछुत,1552,NE,ne,chhuwachhut,
छोड,1552,NE,ne,chhod,
जनगणतन्त्र,1552,NE,ne,janagantantra,
जहाजमा,1552,NE,ne,jahajma,
जीवनस्तर,1552,NE,ne,jiwanstar,
जु,1552,NE,ne,zhu,
टुक्राहरू,1552,NE,ne,tukraharu,
ट्याक्सी,1552,NE,ne,taxie,
डेमी,1552,NE,ne,damie,
ताण्डव,1552,NE,ne,tandava,
दोर्दी,1552,NE,ne,dordi,
धातुहरू,1552,NE,ne,dhatuharu,
निम्त्याएको,1552,NE,ne,nimtyaeko,
निर्णयलाई,1552,NE,ne,nirnayalai,
नेपियर,1552,NE,ne,napier,
न्यूनीकरण,1552,NE,ne,nyunikaran,
पछाडिबाट,1552,NE,ne,pachhadibata,
पदार्थलाई,1552,NE,ne,padarthalai,
परीक्षाको,1552,NE,ne,parikshako,
पलेसा,1552,NE,ne,palesa,
पार्नु,1552,NE,ne,parnu,
पुनर्वास,1552,NE,ne,punarwas,
पुस्तकलाई,1552,NE,ne,pustaklai,
पृष्ठले,1552,NE,ne,prishthale,
पोर्चुगाली,1552,NE,ne,porchugali,
प्रचारप्रसार,1552,NE,ne,pracharprasar,
प्रणालीहरूको,1552,NE,ne,pranaliharuko,
प्रथाको,1552,NE,ne,prathako,
फलस्वरुप,1552,NE,ne,falaswarup,phalaswarup
फिटको,1552,NE,ne,fitko,
फुटबलका,1552,NE,ne,footballka,
फेसबुकमा,1552,NE,ne,facebookma,
फौजको,1552,NE,ne,faujako,
बाँच्ने,1552,NE,ne,baanchne,banchne
बासिन्दाहरूले,1552,NE,ne,basindaharule,
बाह्रबिसे,1552,NE,ne,bahrabise,
ब्यापार,1552,NE,ne,byapar,
भूभागहरू,1552,NE,ne,bhubhagharu,
मगरको,1552,NE,ne,magarko,
मझुवागढी,1552,NE,ne,majhuwagadhi,
मनाउँदै,1552,NE,ne,manaundai,
मन्त्रिपरिषद्मा,1552,NE,ne,mantriparishadma,
मस्जिदको,1552,NE,ne,masjidko,
मेक्सिकोको,1552,NE,ne,meksikoko,
यीमध्ये,1552,NE,ne,yimadhye,
यूरोपमा,1552,NE,ne,yuropma,
रकमको,1552,NE,ne,rakamko,
राखिन्छन्,1552,NE,ne,rakhinchhan,
राजपरिवार,1552,NE,ne,rajpariwar,
राज्यक्रान्ति,1552,NE,ne,rajyakranti,
रामानुजाचार्य,1552,NE,ne,ramanujacharya,
रिन्पोछे,1552,NE,ne,rinpoche,rinpochhe
रुसमा,1552,NE,ne,rusma,
रेसलमेनियाको,1552,NE,ne,resalmeniaco,
लडेर,1552,NE,ne,ladera,
लाखको,1552,NE,ne,lakhako,
लिस्टेनस्टाइन,1552,NE,ne,listenstein,
लुम्बिनीको,1552,NE,ne,lumbiniko,
वंशावलीमा,1552,NE,ne,wanshawalima,
वहाँलाई,1552,NE,ne,wahanlai,
विकिको,1552,NE,ne,wikiko,
वीरेन्द्रको,1552,NE,ne,virendrako,
व्यक्तित्वका,1552,NE,ne,wyaktitwaka,
व्यक्तिहरूमा,1552,NE,ne,wyaktiharuma,
व्रतबन्ध,1552,NE,ne,wratabandha,
सङ्कलनको,1552,NE,ne,sankalanko,
सम्प्रदायहरू,1552,NE,ne,sampradayharu,
सुन्दरपुर,1552,NE,ne,sunderpur,
सूचीका,1552,NE,ne,suchika,
सेनाहरूले,1552,NE,ne,senaharule,
सेन्जेन,1552,NE,ne,sengen,
स्टेफन,1552,NE,ne,stephen,
हटाइयो,1552,NE,ne,hataiyo,
हुलाकी,1552,NE,ne,hulaki,
अंशको,1545,NE,ne,anshako,
अनुयायीहरूले,1545,NE,ne,anuyayiharule,
अपनाउने,1545,NE,ne,apanaune,
अयोध्याकाण्ड,1545,NE,ne,ayodhyakand,
अर्जुनचौपारी,1545,NE,ne,arjunachaupari,
अवज्ञा,1545,NE,ne,awagya,
आकर्षणको,1545,NE,ne,akarshanko,
आत्मनिरीक्षणको,1545,NE,ne,atmanirikshanko,
आफैमा,1545,NE,ne,afaima,
आवधिक,1545,NE,ne,awadhik,
उपनिषदले,1545,NE,ne,upanishadle,
ऋणपत्र,1545,NE,ne,rinapatra,
एयरलाइन्सको,1545,NE,ne,airlinesko,
किल्लाहरू,1545,NE,ne,killaharu,
कुसुमे,1545,NE,ne,kusume,
खर्चको,1545,NE,ne,kharchako,
खोले,1545,NE,ne,khole,
ख्याती,1545,NE,ne,khyati,
गजमेर,1545,NE,ne,gajmer,
गतिका,1545,NE,ne,gatika,
गरिदिने,1545,NE,ne,garidine,
गर्दछौं,1545,NE,ne,gardachhaun,
गर्भबाट,1545,NE,ne,garbhabata,
गाउँपालिकालाई,1545,NE,ne,gaunpalikalai,
गायिकाको,1545,NE,ne,gayikako,
गृहपृष्ठ,1545,NE,ne,grihaprishtha,
गोमा,1545,NE,ne,goma,
गौंथली,1545,NE,ne,gaunthali,
घटनापछि,1545,NE,ne,ghatnapachhi,ghatanapachhi
चिनाउने,1545,NE,ne,chinaune,
जमेको,1545,NE,ne,jameko,
जहिले,1545,NE,ne,jahile,
जोडिन्छ,1545,NE,ne,jodinchha,
जोहान,1545,NE,ne,johann,
तिरको,1545,NE,ne,tirko,
तिर्थस्थल,1545,NE,ne,tirthasthal,
त्यत्तिकै,1545,NE,ne,tyattikai,
त्रिलोचन,1545,NE,ne,trilochan,
दयाराम,1545,NE,ne,dayaram,
दिइरहेको,1545,NE,ne,diiraheko,
दिनभित्र,1545,NE,ne,dinbhitra,
दृश्यलाई,1545,NE,ne,drishyalai,
देवीहरूको,1545,NE,ne,deviharuko,
नयराज,1545,NE,ne,nayaraj,
नागको,1545,NE,ne,nagko,
नाटकहरूमा,1545,NE,ne,natakaharuma,natakharuma
नातिनी,1545,NE,ne,natini,
नामहरूको,1545,NE,ne,namharuko,
निर्वासनमा,1545,NE,ne,nirvasanma,
नोर्गे,1545,NE,ne,norgay,
पलाञ्चोक,1545,NE,ne,palanchok,
पसलहरू,1545,NE,ne,pasalharu,
पहुँचयोग्य,1545,NE,ne,pahunchyogya,
पाकिस्तानलाई,1545,NE,ne,pakistanlai,
पाठ्यक्रममा,1545,NE,ne,pathyakramma,
पाण्डवहरूले,1545,NE,ne,pandawharule,
पीएचडी,1545,NE,ne,phd,
पुनर्संरचना,1545,NE,ne,punarsanrachana,
पौडेलले,1545,NE,ne,paudelle,
प्रद्युम्न,1545,NE,ne,pradyumna,pradyuman;pradyumn
प्रवचन,1545,NE,ne,prabachan,prawachan
प्रौद्योगिकी,1545,NE,ne,praudyogiki,
फर्केको,1545,NE,ne,farkeko,
फारेनहाइट,1545,NE,ne,fahrenheit,
बञ्चित,1545,NE,ne,banchit,
बराहक्षेत्र,1545,NE,ne,barahakshetra,
बर्धमान,1545,NE,ne,bardhaman,
बालबालिकाहरूलाई,1545,NE,ne,balbalikaharulai,
बिरुद्धको,1545,NE,ne,biruddhako,
बुझेर,1545,NE,ne,bujhera,
बुद्धका,1545,NE,ne,buddhaka,
ब्रिज,1545,NE,ne,brij,
भर्सेस,1545,NE,ne,bharsesa,
भागले,1545,NE,ne,bhagle,
भावनालाई,1545,NE,ne,bhawanalai,
भीमफेदी,1545,NE,ne,bhimphedi,
मङ्गलबार,1545,NE,ne,mangalbar,
मन्त्रिपरिषद,1545,NE,ne,mantriparishad,
महेशपुर,1545,NE,ne,maheshpur,
मायालु,1545,NE,ne,mayalu,
मारियाना,1545,NE,ne,marianna,mariana
मितेरी,1545,NE,ne,miteri,
युधिष्ठिरलाई,1545,NE,ne,yudhishthirlai,
रेसुङ्गा,1545,NE,ne,resunga,
रोलिन्सको,1545,NE,ne,rolinsko,
लोन,1545,NE,ne,loane,
ल्याउनु,1545,NE,ne,lyaunu,
ल्यायो,1545,NE,ne,lyayo,
विकल्पहरू,1545,NE,ne,wikalpaharu,
विश्वेन्द्र,1545,NE,ne,vishwendra,
वेबसाइटलाई,1545,NE,ne,websitelai,
शरणमा,1545,NE,ne,sharanma,sharanmaa
शिवकुमार,1545,NE,ne,shivkumar,shivakumar
शुक्लाफाँट,1545,NE,ne,shuklafanta,
संन्यास,1545,NE,ne,sannyas,
संयम,1545,NE,ne,sanyam,
संस्थाहरूलाई,1545,NE,ne,sansthaharulai,
सङ्गठनमा,1545,NE,ne,sangathanma,
सचिवालयको,1545,NE,ne,sachiwalayako,
सहयोगले,1545,NE,ne,sahayog,sahayogle
साँझमा,1545,NE,ne,saanjhamaa,sanjhama
सिद्धान्तले,1545,NE,ne,siddhantale,siddhaantale
सिन्धिया,1545,NE,ne,scindia,
सूर्यविनायक,1545,NE,ne,suryawinayak,
सेवाहरूमा,1545,NE,ne,sewaharuma,
स्तम्भको,1545,NE,ne,stambhako,
हटाउनको,1545,NE,ne,hataunako,
हनुमानका,1545,NE,ne,hanumanka,
हान्ने,1545,NE,ne,hanne,
हौसला,1545,NE,ne,hausala,
अक्षरात्मक,1539,NE,ne,aksharatmak,
अङ्कमा,1539,NE,ne,ankama,
अभियोग,1539,NE,ne,abhiyog,
अर्थशास्त्रका,1539,NE,ne,arthashastraka,
अलराउन्डर,1539,NE,ne,alrounder,
अवस्थाहरू,1539,NE,ne,awasthaharu,
असफलता,1539,NE,ne,asafalta,
आत्मनिर्भर,1539,NE,ne,atmanirbhar,
आलोचकहरूले,1539,NE,ne,alochakharule,
आवाजको,1539,NE,ne,awajko,
आसपासको,1539,NE,ne,asapasko,
उत्तराधिकार,1539,NE,ne,uttaradhikar,
उदितनारायण,1539,NE,ne,uditnarayan,
कच्ची,1539,NE,ne,kachchi,
कार्मेला,1539,NE,ne,carmella,carmela
कीर्तिमानी,1539,NE,ne,kirtimani,
कुस्तीमा,1539,NE,ne,kustima,
कृषिको,1539,NE,ne,krishiko,
कृष्णभूषण,1539,NE,ne,krishnabhushan,
क्याट,1539,NE,ne,kyat,
क्रिस्टिना,1539,NE,ne,cristina,christina
क्विन्स,1539,NE,ne,quins,
क्षेत्रविस्तार,1539,NE,ne,kshetrawistar,
गर्नेहरू,1539,NE,ne,garneharu,
गार्डियन,1539,NE,ne,gardian,guardian
चन्द्रयान,1539,NE,ne,chandrayan,chandrayaan
चिनीको,1539,NE,ne,chiniko,
चुइयाँ,1539,NE,ne,chuiyaan,
चौतारीमा,1539,NE,ne,chautarima,
च्यानलको,1539,NE,ne,channelko,
छोराछोरी,1539,NE,ne,chhorachhori,
जन्तर,1539,NE,ne,jantar,
जराको,1539,NE,ne,jarako,
जेरिको,1539,NE,ne,jericho,jeriko
जोखिमको,1539,NE,ne,jokhimko,
ज्यामिरे,1539,NE,ne,jyamire,
डान्सिङ,1539,NE,ne,dancing,
ढुङ्गामा,1539,NE,ne,dhungama,
तलतिर,1539,NE,ne,talatira,taltira
तानेर,1539,NE,ne,tanera,
ताम्रपत्र,1539,NE,ne,tamrapatra,
देस्पासितो,1539,NE,ne,despasito,
नसकेका,1539,NE,ne,nasakeka,
नहरको,1539,NE,ne,naharko,
निबन्धहरू,1539,NE,ne,nibandhaharu,
निर्देशनालय,1539,NE,ne,nirdeshanalaya,
नेताहरूलाई,1539,NE,ne,netaharulai,
नेत्रकोना,1539,NE,ne,netrakona,
पन्तको,1539,NE,ne,pantako,
पहाडका,1539,NE,ne,pahadka,
पुलको,1539,NE,ne,pulko,
पोल्ने,1539,NE,ne,polne,
प्रबन्धकले,1539,NE,ne,prabandhakle,
फेवा,1539,NE,ne,fewa,
बनारसमा,1539,NE,ne,banarasma,
बर्फी,1539,NE,ne,barfi,
बिक्रीको,1539,NE,ne,bikriko,
बुबालाई,1539,NE,ne,bubalai,
बेगनास,1539,NE,ne,begnass,
बेचेको,1539,NE,ne,becheko,
ब्यालेन्स,1539,NE,ne,balance,
भक्तजनहरू,1539,NE,ne,bhaktajanharu,
भण्डारीले,1539,NE,ne,bhandarile,
भाका,1539,NE,ne,bhaka,
भिडन्त,1539,NE,ne,bhidanta,
भिरालो,1539,NE,ne,bhiralo,
महाराजगन्ज,1539,NE,ne,maharajganj,
महाशक्ति,1539,NE,ne,mahashakti,
मिक्स,1539,NE,ne,micks,
मृतक,1539,NE,ne,mritak,
यसबारे,1539,NE,ne,yasabare,
याइएको,1539,NE,ne,yaieko,
राजदूतको,1539,NE,ne,rajadutko,
राजपथ,1539,NE,ne,rajpath,
राजमाता,1539,NE,ne,rajmata,
राष्ट्रपतिद्वारा,1539,NE,ne,rashtrapatidwara,
रीतिरिवाज,1539,NE,ne,ritiriwaj,
रुपले,1539,NE,ne,ruple,
लालबन्दी,1539,NE,ne,lalbandi,
लिनका,1539,NE,ne,linka,
लेखकहरूको,1539,NE,ne,lekhakharuko,
वडोदरा,1539,NE,ne,vadodara,
विज्ञापनमा,1539,NE,ne,vigyapanma,
विधाको,1539,NE,ne,widhako,
व्यंजन,1539,NE,ne,wyanjan,
शिक्षाविद्,1539,NE,ne,shikshawid,
सङ्कटको,1539,NE,ne,sankatko,
सन्दर्भको,1539,NE,ne,sandarbhako,
समूहसँग,1539,NE,ne,samuhasanga,
सम्मानका,1539,NE,ne,sammanka,
सम्राटहरू,1539,NE,ne,samratharu,
सिराह,1539,NE,ne,siraha,
सुरक्षामा,1539,NE,ne,surakshama,
सूर्यप्रसाद,1539,NE,ne,suryaprasad,
सूर्यवंश,1539,NE,ne,suryawansh,
सोध्न,1539,NE,ne,sodhna,
स्क्वाड,1539,NE,ne,skwad,
स्मारकहरू,1539,NE,ne,smarakharu,
स्वर्गद्वारी,1539,NE,ne,swargadwari,
अनगिन्ती,1532,NE,ne,anaginti,
अन्धविश्वास,1532,NE,ne,andhavishwas,
अपाङ्गता,1532,NE,ne,apangta,
अवस्थाहरूमा,1532,NE,ne,awasthaharuma,
अहिलेसम्मकै,1532,NE,ne,ahilesammakai,
आफैलाई,1532,NE,ne,afailai,
आशाले,1532,NE,ne,aashale,ashale
इटालीमा,1532,NE,ne,italyma,
इस्लामको,1532,NE,ne,islamko,
उठाउँदै,1532,NE,ne,uthaundai,
उडिरहेको,1532,NE,ne,udiraheko,
उत्तरध्रुवीय,1532,NE,ne,uttardhruwiya,
उद्योगका,1532,NE,ne,udyogka,
उधौली,1532,NE,ne,udhauli,
उपनिवेशहरू,1532,NE,ne,upaniweshharu,
उपल्लो,1532,NE,ne,upallo,
उपोष्णकटिबन्धीय,1532,NE,ne,uposhnakatibandhiya,
एकलको,1532,NE,ne,ekalko,
एस्वातिनी,1532,NE,ne,eswatini,
कटवाल,1532,NE,ne,katawal,katwal
कम्युनिटी,1532,NE,ne,community,
कलेजका,1532,NE,ne,collegeka,kalejka
कानुनले,1532,NE,ne,kanunle,
काष्ठमण्डप,1532,NE,ne,kashthamandap,
केन्द्रले,1532,NE,ne,kendrale,
कोषमा,1532,NE,ne,koshama,
गणितको,1532,NE,ne,ganitko,
गराउँदै,1532,NE,ne,garaundai,
गाउँघरमा,1532,NE,ne,gaungharma,
गाडिएको,1532,NE,ne,gadieko,
गोलकिपर,1532,NE,ne,goalkiper,
घाँसलाई,1532,NE,ne,ghaansalai,
